@relation feature_vector

@attribute Subject {system,it,data,sharing,program,agreements,standards,Resources,A-130,Standards,providers,maintenance,personnel,community,management,provider,CDN,product,remove,peering,crowds,replication,research,Peering,condition,increases,relationships,instance,PA,System,protocols,information,CDNs,functions,s,host,policies,ensures,delegation,conjunction,terms,algorithms,Mediator,resources,entities,arrangement,rols,content,decision,traffic,Registry,servers,access,Repository,Agent,requirements,negotiations,distribution,redirection,assignment,â,Server,registry,transmission,vessel,acknowledgement,provide,fishing,solution,header,ERS,file,documents,other,methods,Master,report,corrections,messages,facilities,deletions,message,communications,facility,BE,Frames,network,accumulation,recirculation,This,processes,Fourier,Transform,process,amount,GUI,operator,screen,users,RLCS,levels,software,change,rate,status,command,user,computers,checked,alarms,more,verification,logs,computer,ID,DCUs,pressure,Temperature,Voltages,alarm,device,log,Track,units,Log,Operation,sequence,password,stamp,way,values,Administrator,changes,reports,function,control,TCS,Software,application,hardware,power,causing,display,using,indicate,fault,AV,plan,provides,game,question,story,questions,reply,Ability,people,calendars,files,admin,accounts/addresses,print,retention,requests,agencies,backup,e-mail,Update,diligence,maintain,elements,Services,Authority,Department,systems,Provider,Personnel,date,Activation,field,LRN,validate,Block,SPID,modification,version,Indicator,Versions,input,authorization,Code,Version,interface,instruments,Settlement,majority,activity,participants,Market,costs,creating,trading,practices,procedures,integrity,environment,ISIN,purposes,MMF,JSE,immediacy,ISINs,interaction,STRATE,Issuance,Model,components,component,Participants,department,ANNA,ISO,rules,arrangements,MMI,Discount,bought,Yield,coupon,value,home,center,temperature,thermostats}
@attribute S-TAG {NN,PRP,NNS,VBG,NNP,NNPS,VB,VBZ,VBP,JJ,DT,VBN,JJR}
@attribute S-NER {O,TITLE,ORGANIZATION,MISC,STATE_OR_PROVINCE,PERSON}
@attribute S-Type {'abstract entity',null,'physical entity'}
@attribute Verb {use,for,have,shall,mitigate,from,publish,collects,at,prioritize,support,becoming,within,collect,complete,to,handle,accept,with,establish,sharing,maintain,provide,define,accommodate,test,operate,in,of,null,about,â,peering,CDN,remove,enabling,allow,on,determining,be,requires,share,allows,through,achieve,consider,specify,identifies,passes,discover,performs,predicting,configure,participating,regarding,enables,exchange,do,improving,decrease,reduce,is,initiates,In,ensures,under,are,perform,between,as,generates,encapsulates,discovering,register,supplies,provides,establishing,acquire,by,using,assist,serving,disseminating,publishes,registers,capture,request,match,generate,facilitate,Generate,logsheet,declaration,providing,via,transmit,than,permit,must,containing,receive,been,transmissions,send,notify,verify,guarantee,received,against,assemble,into,contains,along,replace,apply,adjustments,make,prior,will,should,Transform,display,acknowledge,include,change,process,monitor,update,control,check,abort,indicate,indicates,outside,opening,operator,present,has,determine,override,Failed,Initialize,reading,identify,proceed,initialize,contain,Schedule,execute,fails,can,resume,issue,command,sequence,employ,hash,testing,upload,controlling,Upon,enter,was,upon,During,inform,attempts,recording,impacting,conduct,storing,minimum,retrieve,compute,analyze,skip,receives,selects,follow,click,chooses,displays,give,choose,user,diect,wait,makes,opens,inbox,migrate,admin,folders,create,customize,meet,select,search,From,move,dispose,recover,restore,Delete,fulfill,integrate,data,log,download,default,receiving,modify,supports,add,delete,query,reject,suppress,require,Create,set,re-send,value,view,see,message,being,leave,registered,improve,creating,approved,automatically,estimates,distinguish,requested,like,would,represent,develop,by/to,To,identified,fixed,communication,throughout}
@attribute V-TAG {VB,IN,MD,VBZ,VBG,TO,NN,null,VBP,VBN,NNS,RB,VBD}
@attribute V-CAT {transitive,null,intransitive}
@attribute V-Process {N,Y,null}
@attribute Object {longitude,timestamps,minimum,administrator,able,attacks,shutdown,data,it,rate,handling,observations,available,sources,minutes,them,receipt,seconds,check,request,minute,information,requests,users,operations,environment,tools,support,service,staff,methods,criteria,rules,standards,documentation,system,technologies,contributions,delivery,Plan,A-130,Resources,requirements,Management,outlined,Institute,NIST,Standards,B,providers,network,metadata,restrictions,communications,access,€,assists,CDNs,resources,CDN,peering,internetworking,need,demand,â,compensation,participants,undertaken,research,s,scale/reach,sharing,increases,entities,administration,interactions,relationships,coordination,activities,roles,PA,peers,process,performance,protocols,participating,availability,validation,load,cost,server,replicates,event,trigger,hotspot,content,end-users,host,permitted,policies,agent,mediator,SLA-allocator,enforced,caching,selection,serversâ,servers,basis,PA.,conjunction,established,there,replicated,taken,redirected,resource,details,created,arrangement,administer,set,module,negotiations,PAs,used,conduit,approach,others,performed,DNS,clusters,cluster,levels,gateways,SR.,provider,validated,transmission,vessel,times,transmitted,message,acknowledged,operation,delete,record/report,transmissions,acknowledgement,Receipt,entry,logbook,screens,features,dates,other,populated,printer,file,means,required,Logbook,copies,country,transport,act,logsheet,declaration,Cod,returns,copy,email,string,contents,header,attribute,of,suffix,encrypted,PGP,Master,type,capture,corrections,items,interface,identifiable,trip,submission,messages,report,voyage,reports,up,generated,End,sent,deletions,deletion,operational,establish,facility,use,supplied,Correlator,e2e,output,frames,packets,part,System,statistics,tolerances,all,accumulation,comparison,changes,series,sets,ordered,values,extent,invalids,counts,normalizations,count,based,mode,adjustments,mitigation,processes,constructed,lag,input,any,piped,self,parameter,obtained,M&C,window,operator,alarm,screen,user,status,sensors,RLCS,database,elements,state,integrity,controllers,stored,level,unknown,devices,computers,updated,met,failure,units,changed,thresholds,limits,cabinets,occurs,actions,security,proceed,sequence,device,Requests,Status,Devices,identified,id,field,unit,make,sure,tables,designed,time,automatically,warning,events,Log,sequences,GUI,halted,corrected,memory,period,opening,command,occurred,resume,format,password,function,characters,verification,version,exported,Predator,capable,AVs,payload,control,configurations,necessary,capabilities,power,application,State,Mode,terminated,interruption,startup,attempts,result,interaction,execute,launched,functionality,modes,determination,Detection,condition,removed,placed,allow,functions,plan,received,interfaces,processing,plans,retrieval,names,redundancy,capability,import,links,number,viewing,discretion,validity,range,selected,uplink,area,return,flight,movie,clik,component,link,button,click,begin,page,answer,answers,question,directions,points,plot,correctly,answered,questions,proceeded,score,conclusion,story,related,exit,chance,selects,menus,pages,progress,context,complete,sense,send,product,folders,migrate,agency,organization,people,aid,lists,views,applications,embedded,testing,e-mails,e-mail,accessed,accounts/addresses,intervals,archive,attachments,retention,separate,regulations,results,Date,Subject,search,production,read,location,storage,policy,records,needed,logs,services,ActiveSync,accounts,certified,case,markings,trail,discovery,subscriptions,systems,experience,fields,corresponding,Proof,Concept,Feedback,Snow,SMART,Transit,DDOT,fleet,fleetsä,fleets,Commission,County,RWIS,Department,Weather,D,enumerated,Origin,Center,WMTMS,Corporationä,Highways,TMS,TMC,transactions,sub-directory,Provider,FALSE,Indicator,indicate,Administrator,record,Representation,Interface,Personnel,SOA,NPA-NXX,date,equal,greater,SMS,Filters,downloads,download,Information,Origination,execution,Creation,Date/Time,Activation,value,scheduling,LRN,re-scheduling,a,NPAC,initiated,Event,re-schedule,Create,Block,mechanism,valid,options,days,NPA-NXX-X,personnel,Modification,Deletion,List,updates,Active,broadcasts,validations,Timestamp,completion,broadcast,modification,modified,creation,notification,re-sends,determine,re-send,Blocks,Versions,associated,list,ID,see,modify,fails,deleted,are,affected,Version,subscription,months,tunable,hour,Code,intact,conflict,timestamp,Mashbot,bar,day,traded-settled,gross,seller-buyer,physical,market,issuer-buyer,banks,practices,risks,Market,liquidity,instruments,tradability,costs,trading,benefit,marketability,DvP,known,issued,electronically,clearing,sale-delivery,securities,purposes,SAFIRES,methodology,CSDPs,protocol,SWIFT,User,MMF,JSE,approval,NMPG,respectively,finalisation,ISINs,ISIN,response,immediacy,issuance,settlement,essential,requirement,ZAE,prefix,ZAM,bonds,ZAG,agreed,STRATE,perspective,limited,2004,implemented,capacity,participation,adaptation,NNA,Model,incorporated,Engine,program,request-notification,identification,regarding,notes,provided,SLA,Agreement,BCP,categories,bought,discount,term,maturity,repayable,payable,instrument,call,maturing,temperature,computer,web,DH,called,controllers-sensors,equipped,communication,read-saved,phone,PDA,rooms,home,spaces,controlled}
@attribute O-TAG {NN,NNS,JJ,PRP,VBG,NNP,VBN,NNPS,$,VBZ,VB,RB,IN,DT,VBD,JJR,VBP,CD}
@attribute O-NER {O,TITLE,CAUSE_OF_DEATH,DURATION,ORGANIZATION,MONEY,MISC,STATE_OR_PROVINCE,DATE,LOCATION,PERSON}
@attribute O-Type {'abstract entity',null,'physical entity'}
@attribute Label {true,false}

@data
TCS,NN,ORGANIZATION,'physical entity',present,VB,intransitive,Y,plan,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',present,VB,intransitive,Y,plan,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',present,VB,intransitive,Y,plan,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',null,null,null,null,range,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',compute,VB,transitive,Y,range,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',analyze,VB,transitive,N,selected,VBN,O,null,false
plan,NN,O,'abstract entity',for,IN,null,N,uplink,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',analyze,VB,transitive,N,uplink,NN,O,'abstract entity',false
TCS,NN,ORGANIZATION,'physical entity',analyze,VB,transitive,N,plan,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,return,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',?
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
plan,NN,O,'abstract entity',as,IN,null,N,minimum,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,return,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,return,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,area,NN,O,'physical entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,return,NN,O,'abstract entity',false
AV,NN,O,'abstract entity',execute,VB,transitive,Y,flight,NN,O,'abstract entity',false
system,NN,O,'abstract entity',skip,VB,intransitive,N,movie,NN,O,'abstract entity',true
it,PRP,O,'abstract entity',receives,VBZ,intransitive,Y,clik,NN,O,null,false
system,NN,O,'abstract entity',provides,VBZ,transitive,Y,component,NN,O,'abstract entity',false
system,NN,O,'abstract entity',provides,VBZ,transitive,Y,link,NN,O,'abstract entity',false
provides,VBZ,O,null,to,TO,null,N,component,NN,O,'abstract entity',false
provides,VBZ,O,null,to,TO,null,N,component,NN,O,'abstract entity',false
system,NN,O,'abstract entity',provides,VBZ,transitive,Y,component,NN,O,'abstract entity',false
user,NN,O,'physical entity',selects,VBZ,transitive,Y,button,NN,O,'physical entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,button,NN,O,'physical entity',false
user,NN,O,'physical entity',on,IN,null,N,button,NN,O,'physical entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,user,NN,O,'physical entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,click,VB,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,button,NN,O,'physical entity',false
game,NN,O,'abstract entity',follow,VB,intransitive,N,link,NN,O,'abstract entity',false
user,NN,O,'physical entity',on,IN,null,N,button,NN,O,'physical entity',false
user,NN,O,'physical entity',click,VB,intransitive,N,begin,VB,O,'physical entity',false
game,NN,O,'abstract entity',to,TO,null,N,page,NN,O,'physical entity',false
user,NN,O,'physical entity',chooses,VBZ,transitive,N,answer,NN,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,answers,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,question,NN,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,answers,NNS,O,'abstract entity',true
question,NN,O,'abstract entity',with,IN,null,N,answers,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,question,NN,O,'abstract entity',false
user,NN,O,'physical entity',selects,VBZ,transitive,Y,answer,NN,O,'abstract entity',true
user,NN,O,'physical entity',selects,VBZ,transitive,Y,answer,NN,O,'abstract entity',true
user,NN,O,'physical entity',displays,VBZ,intransitive,N,message,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,question,NN,O,'abstract entity',false
user,NN,O,'physical entity',selects,VBZ,transitive,Y,answer,VB,O,'abstract entity',true
user,NN,O,'physical entity',give,VB,intransitive,N,them,PRP,O,null,false
user,NN,O,'physical entity',selects,VBZ,transitive,Y,answer,VB,O,'abstract entity',true
system,NN,O,'abstract entity',choose,VBP,transitive,N,directions,NNS,O,'physical entity',false
system,NN,O,'abstract entity',at,IN,null,N,points,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',at,IN,null,N,points,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',choose,VBP,transitive,N,directions,NNS,O,'physical entity',false
system,NN,O,'abstract entity',in,IN,null,N,plot,NN,O,'abstract entity',false
question,NN,O,'abstract entity',was,VBD,intransitive,N,correctly,RB,O,null,false
system,NN,O,'abstract entity',at,IN,null,N,points,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',at,IN,null,N,points,NNS,O,'abstract entity',false
question,NN,O,'abstract entity',was,VBD,intransitive,N,answered,VBN,O,null,true
system,NN,O,'abstract entity',user,NN,null,N,questions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',diect,VB,null,N,user,NN,O,'physical entity',false
user,NN,O,'physical entity',through,IN,null,N,questions,NNS,O,'abstract entity',false
user,NN,O,'physical entity',through,IN,null,N,number,NN,O,'abstract entity',false
system,NN,O,'abstract entity',user,NN,null,N,number,NN,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,component,NN,O,'abstract entity',false
system,NN,O,'abstract entity',user,NN,null,N,number,NN,O,'abstract entity',false
system,NN,O,'abstract entity',user,NN,null,N,proceeded,VBN,O,null,false
system,NN,O,'abstract entity',to,TO,null,N,component,NN,O,'abstract entity',false
system,NN,O,'abstract entity',user,NN,null,N,questions,NNS,O,'abstract entity',false
user,NN,O,'physical entity',through,IN,null,N,questions,NNS,O,'abstract entity',false
user,NN,O,'physical entity',through,IN,null,N,number,NN,O,'abstract entity',false
story,NN,O,'abstract entity',in,IN,null,N,questions,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',display,VB,intransitive,N,score,NN,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,conclusion,NN,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,questions,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,questions,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,questions,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,questions,NNS,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,story,NN,O,'abstract entity',true
system,NN,O,'abstract entity',display,VB,intransitive,N,related,JJ,O,null,false
system,NN,O,'abstract entity',display,VB,intransitive,N,score,NN,O,'abstract entity',true
system,NN,O,'abstract entity',provide,VB,transitive,Y,user,NN,O,'physical entity',false
system,NN,O,'abstract entity',provide,VB,transitive,Y,exit,NN,O,'physical entity',true
system,NN,O,'abstract entity',provide,VB,transitive,Y,chance,NN,O,'abstract entity',false
system,NN,O,'abstract entity',wait,VB,intransitive,N,selects,VBZ,O,null,false
system,NN,O,'abstract entity',allow,VB,transitive,N,sequence,NN,O,'abstract entity',false
questions,NNS,O,'abstract entity',by,IN,null,N,administrator,NN,TITLE,'physical entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,updated,VBN,O,null,false
questions,NNS,O,'abstract entity',in,IN,null,N,sequence,NN,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,administrator,NN,TITLE,'physical entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,questions,NNS,O,'abstract entity',false
questions,NNS,O,'abstract entity',be,VB,intransitive,N,updated,VBN,O,null,false
system,NN,O,'abstract entity',to,TO,null,N,data,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,data,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,data,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',allow,VB,transitive,N,user,NN,O,'physical entity',false
system,NN,O,'abstract entity',to,TO,null,N,data,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',to,TO,null,N,menus,NNS,O,'abstract entity',false
system,NN,O,'abstract entity',update,VB,transitive,N,page,NN,O,'physical entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,user,NN,O,'physical entity',true
user,NN,O,'physical entity',click,VB,intransitive,N,pages,NNS,O,'physical entity',true
user,NN,O,'physical entity',click,VB,intransitive,N,progress,VB,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,click,VB,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,user,NN,O,'physical entity',true
user,NN,O,'physical entity',click,VB,intransitive,N,question,NN,O,'abstract entity',true
system,NN,O,'abstract entity',allow,VB,transitive,N,click,VB,O,'abstract entity',true
data,NNS,O,'abstract entity',in,IN,null,N,context,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',in,IN,null,N,question,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',is,VBZ,intransitive,N,complete,JJ,O,null,false
data,NNS,O,'abstract entity',in,IN,null,N,context,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',makes,VBZ,intransitive,N,sense,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',in,IN,null,N,question,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',is,VBZ,intransitive,N,complete,JJ,O,null,false
data,NNS,O,'abstract entity',makes,VBZ,intransitive,N,sense,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',in,IN,null,N,question,NN,O,'abstract entity',false
data,NNS,O,'abstract entity',in,IN,null,N,question,NN,O,'abstract entity',false
system,NN,O,'abstract entity',generate,VB,transitive,Y,server,NN,O,'physical entity',false
system,NN,O,'abstract entity',generate,VB,transitive,Y,file,NN,O,'abstract entity',true
system,NN,O,'abstract entity',wait,VB,intransitive,N,link,NN,O,'abstract entity',false
system,NN,O,'abstract entity',wait,VB,intransitive,N,click,VB,O,'abstract entity',false
user,NN,O,'physical entity',follow,VB,intransitive,N,it,PRP,O,'abstract entity',false
user,NN,O,'physical entity',on,IN,null,N,link,NN,O,'abstract entity',false
system,NN,O,'abstract entity',in,IN,null,N,send,VB,O,null,false
system,NN,O,'abstract entity',opens,VBZ,intransitive,N,product,NN,O,'physical entity',false
system,NN,O,'abstract entity',in,IN,null,N,send,VB,O,null,false
system,NN,O,'abstract entity',opens,VBZ,intransitive,N,product,NN,O,'physical entity',false
reply,NN,O,'abstract entity',inbox,VB,null,N,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',into,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',migrate,VB,intransitive,Y,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',into,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',into,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',migrate,VB,intransitive,Y,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',migrate,VB,intransitive,Y,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',migrate,VB,intransitive,Y,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',into,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',admin,NN,null,N,migrate,VB,O,null,false
Ability,NN,O,'abstract entity',admin,NN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',admin,NN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,agency,NN,O,'abstract entity',false
information,NN,O,'abstract entity',with,IN,null,N,agency,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,agency,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,organization,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,people,NNS,O,'abstract entity',false
people,NNS,O,'abstract entity',in,IN,null,N,agency,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,people,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',create,VB,intransitive,Y,folders,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,aid,VB,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,information,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,agency,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',folders,NNS,null,N,agency,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',create,VB,intransitive,Y,lists,NNS,O,'abstract entity',false
calendars,NNS,O,'abstract entity',customize,VB,transitive,N,views,NNS,O,'abstract entity',true
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,applications,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,embedded,VBN,O,null,false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,functionality,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,functionality,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,embedded,VBN,O,null,false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,testing,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',accommodate,VB,transitive,Y,applications,NNS,O,'abstract entity',false
files,NNS,O,'abstract entity',in,IN,null,N,e-mails,NNS,O,'abstract entity',false
admin,NN,O,null,control,VB,transitive,Y,limits,NNS,O,'abstract entity',false
admin,NN,O,null,control,VB,transitive,Y,e-mail,NN,O,'abstract entity',true
accounts/addresses,NNS,O,null,be,VB,intransitive,N,accessed,VBN,O,null,false
accounts/addresses,NNS,O,null,by,IN,null,N,users,NNS,O,'physical entity',false
accounts/addresses,NNS,O,null,be,VB,intransitive,N,accessed,VBN,O,null,false
accounts/addresses,NNS,O,null,by,IN,null,N,users,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',create,VB,intransitive,Y,accounts/addresses,NNS,O,null,false
accounts/addresses,NNS,O,null,by,IN,null,N,users,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',create,VB,intransitive,Y,accounts/addresses,NNS,O,null,false
accounts/addresses,NNS,O,null,by,IN,null,N,users,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,server,NN,O,'physical entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',at,IN,null,N,intervals,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',to,TO,null,N,archive,NN,O,'physical entity',false
print,NN,O,'abstract entity',in,IN,null,N,items,NNS,O,'abstract entity',false
print,NN,O,'abstract entity',in,IN,null,N,archive,NN,O,'physical entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',to,TO,null,N,archive,NN,O,'physical entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
Ability,NN,O,'abstract entity',by,IN,null,N,attachments,NNS,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,retention,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,retention,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,separate,JJ,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,separate,JJ,O,'abstract entity',false
retention,NN,O,'abstract entity',from,IN,null,N,system,NN,O,'abstract entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,users,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',provide,VB,transitive,Y,users,NNS,O,'physical entity',false
Ability,NN,O,'abstract entity',meet,VB,intransitive,N,retention,NN,O,'abstract entity',false
